filename,words
493.png,ၽိူဝ်ႇမႃး ႁဵတ်းပၼ် ပၢင်လိူၵ်ႈတင်ႈ 1960 ၼၼ်ႉ ယွၼ်ႉပိူဝ်ႈၾၢႆႇတၢၼ်ႉသျိၼ်းၽသပလ ဢွင်ႇ
494.png,ၽူႈၼမ်းပႃႇတီႇ တီႇမျႄး ၽသပလ ပၢင်လိူၵ်ႈတင်ႈ 1960
495.png,ၵမ်းၼႆႉ ထိုင်မႃး မိူဝ်ႈ 1990 သမ်ႉဝႃႈ ပႃႇတီႇဢၼ်ၶဝ် ၸႂ်ပိုင်ႈၸႂ်ယႂ်ႇဝႆႉ ဢၼ်ပဵၼ်မသလ
496.png,ထိုင်မႃး ပီ 2020 ၼႆႉသမ်ႉ ၶဝ်မၢႆထိုင်ဝႃႈ ပႃႇတီႇသၢင်ႈသီႈ  ႁူမ်ႈလူၺ်ႈတင်းတပ်ႉသိ
497.png,ၵူၺ်းၵႃႈ ၽိူဝ်ႇ  ၸုမ်းၼူၵ်ႉယုင်း ဢွင်ႇ ပေႇၵႂႃႇထႅင်ႈၵေႃႈ သမ်ႉယိုတ်းသိမ်းဢႃႇၼႃ
498.png,ၸင်ႇဝႃႈ ပီ 2023 ဢၼ်ဝႃႈတေႁဵတ်းပၢင်လိူၵ်ႈတင်ႈထႅင်ႈၼၼ်ႉ ၸွင်ႇတေပဵၼ်မႃး တႄႉယူႇႁိုဝ်?
499.png,ယူႇတီႈတပ်ႉသိုၵ်းတေဢဝ်  ၶဝ်ႈလိူၵ်ႈတင်ႈသေတႃႉၵေႃႈ ၼႂ်းၶၢဝ်းတၢင်း သွင်ပီတေၵႂႃႇၼ
500.png,ယူႇတီႈတပ်ႉသိုၵ်းမၢၼ်ႈ ဢၼ်ယိုတ်းသိမ်းဢႃႇၼႃႇမႃးၼႆႉ ဢဝ်တၢႆၵူၼ်းပေႃးမီး 900 ပၢႆ တီႉၺ
501.png,ယွၼ်ႉပိူဝ်ႈ ၸုမ်းသိုၵ်းဢႃႇၼႃႇ ၼႆႉ ၸိူင်ႉၼင်ႇၼႆၼႆႉ တိုၵ်ႉမီးယူႇၼႂ်းမၢၵ်ႇလမ်းႁူဝ်
502.png,ပေႃးပဵၼ်ၸိူင်ႉၼၼ်မႃး ယူႇတီႈ ၸုမ်းသိုၵ်းမၢၼ်ႈ ဢၼ်ယိုတ်းသိမ်းဢႃႇၼႃႇ ၼၸၵၼႆႉ ၸွင်ႇမၼ
503.png,ပွင်ႇဝႃႈ ယူႇတီႈႁဝ်းၶႃႈ ႁၼ်ထိုင်တႄႉ တမ်ၼင်ႇၶဝ်ယၢမ်ႈႁဵတ်းမႃးလၢႆၸုပ်ႈလၢႆပၢၼ်ၼၼ်ႉသေယ
504.png,ၵွပ်ႈပိူဝ်ႈၸိူင်ႉၼႆ ယူႇတီႈလူင်ပွင်ၸိုင်ႈသိုၵ်းၼႆႉ ၼင်ႇႁိုဝ် ၶဝ်ပေႃးတေထိင်းသိမ်းဢ
505.png,မႂ်ႇသုင်ၶႃႈ
506.png,ႁိုၼ်း ၵႃယၢင်း
507.png,ဢိင်ၼိူဝ် တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၽႄႈလၢမ်းႁၢဝ်ႈႁႅင်း ပွၵ်ႈၵမ်းသၢမ်ၼႆႉသေ ၼႂ်းၸႄႈဝဵ
508.png,ၸၢႆးႁၢၼ်ႇထုၼ်း ၽူႈၵွၼ်းပွၵ်ႉဝၢၼ်ႈတႂ်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “တီႈပွၵ်ႉဝၢၼ်ႈတႂ်ႈ
509.png,တေပိၵ်ႉဢိုတ်း တီႈယွမ်ႇၸိူဝ်းဢၼ် ႁၼ်ၵူၼ်းတိတ်းၸပ်းၸိူဝ်ႉမႅင်းၼမ်ၼၼ်ႉၵူၺ်း။
510.png,တေမီးမွၵ်ႈလင်ႁိူၼ်း လၢႆ လင် ယၢမ်းလဵဝ် တိုၵ်ႉၵဵပ်းသဵၼ်ႈမၢႆမၼ်းယူႇၶႃႈ။
511.png,တေပိၵ်ႉဢိုတ်း ပဵၼ်ယွမ်ႇ ပဵၼ်ၵိဝ်ႇ ၸိူဝ်းၼၼ်ႉၵူၺ်းၶႃႈ။
512.png,တႄႇဢဝ် မိူဝ်ႈ ၽုၵ်ႈၵႂႃႇ ယၢမ်းၵၢင်ၼႂ် 9 မူင်းၶႃႈဢေႃႈ”- ဝႃႈၼႆ။
513.png,ပွၵ်ႉဝၢၼ်ႈတႂ်ႈ ၸိူဝ်းမီးၾၢႆႇတူၵ်းတၢင်း ၾၢႆႇတၢၵ်းၸလွပ်ႈၵၢင်ဝၢၼ်ႈ ၶိုၼ်ႈၵႂႃႇထိုင်ႁ
514.png,လင်ႁိူၼ်းတေမီးမွၵ်ႈ ဢမ်ႇယွမ်း 30 လင် တီႈဢၼ်မီးၵူၼ်းတိတ်းၸပ်းတၢင်းပဵၼ်ၼမ်၊ ၵူၺ်း
515.png,ၼႂ်းၸႄႈဝဵင်းလၢင်းၶိူဝ်းၼႆႉ တေႃႇထိုင်ဝၼ်းတီႈ 11/8/2021 ၼႆႉ ၵူၼ်းတိတ်းၸပ်း ၸိူဝ်ႉမ
516.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ၼပ်ႉႁူဝ်ပၢၵ်ႇ ၼႂ်းၸႄႈဝဵင်းသီႇပေႃႉ ထူပ်းတၢင်းယၢပ်ႇၽိုတ်ႇ လွင်ႈ
517.png,/ ၵူၼ်းပၢႆႈၽေးသိုၵ်း တီႈၼမ်ႉလၼ်ႈ
518.png,"မိူဝ်ႈဝႃး ဝၼ်းတီႈ 11/8/2021 ၼႆႉ ယူႇတီႈၸုမ်းဢူၺ်းလီပွတ်းႁွင်ႇ ,  လႄႈ"
519.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆႈၽေးသိုၵ်း ၼႂ်းၸႄႈဝဵင်းသီႇပေႃႉ ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ
520.png,မၼ်းဢမ်ႇထုၵ်ႇလီပဵၼ်ယဝ်ႉ။
521.png,ၵူၼ်းမိူင်း ၼႆႉ ပၢႆလိူဝ်တုၵ်ႉၶၸွမ်းပၢင်တိုၵ်း ယဝ်ႉဢမ်ႇၵႃး တုၵ်ႉၶၸွမ်းၽႄးယေႃးၵႃႇ
522.png,ယဝ်ႉၵေႃႈ ယၢပ်ႇၽိုတ်ႇ ဢမ်ႇလႆႈၽုၵ်ႇလႆႈသွမ်ႈထႅင်ႈ ဢၼ်တုၵ်ႉၶတႄႉ ပဵၼ်ၵူၼ်းမိူင်းၼၼ်ႉ
523.png,ယၢမ်းလဵဝ် ပဵၼ်ၶၢဝ်းၾူၼ် တၢင်းပဵၼ်ၶႆႈလိူတ်ႈဢွၵ်ႇ/ ၼၢဝ်ၼူၵ်ႉ/ ၼၢဝ်သၼ်ႇ ၵေႃႈ ပဵၼ်ငၢ
524.png,“ယၢမ်းလဵဝ်ၼႆႉ ႁၢၼ်ႉၶၢႆယႃႈယႃၵေႃႈ ဢမ်ႇပိုတ်ႇ ပေႃးၶဝ်လႆႈပၢႆႈယမ်းၾႃႉ ယမ်းၾူၼ်ၼႆ ၶဝ်တ
525.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 12 /8/2021 ပၢင်တိုၵ်းတႄႉ ယဵၼ်လူင်းယဝ်ႉၼႆသေတႃႉ ၵူၼ်းဝၢၼ်ႈ ၸိူဝ်
526.png,ၵူၼ်းၼမ်ႉလၼ်ႈ ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ -“တေႃႈလဵဝ်ၵူၼ်း ဝၢၼ်ႈတႄႉ ပွၵ်ႈမ
527.png,ၵူဝ်တႄႉ ၵူဝ်ယူႇၶႃႈ ၵမ်ႈၽွင်ႈ ပႃးမႃးၶဝ်ႈၼမ်ႉတၢင်း ၵိၼ် ဢမ်ႇၵုမ်ႇထူၼ်ႈၼႆသေ လႆႈမိူ
528.png,"ယွၼ်ႉပၢင်တိုၵ်းၼႂ်းၵႄႈ ၸုမ်းဢူၺ်းလီပွတ်းႁွင်ႇ ,  လႄႈ  ၼႆႉသေ ၵူၼ်းဝၢၼ"
529.png,.  ( ) ၾၢႆႇပၢႆးယူႇလီ ၸႄႈဝဵင်းလၢင်းၶိူဝ်း ၵူ
530.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 12/8/2021 ယၢမ်းၵၢင်ၼႂ် ၽူႈၸၢႆး ၵေႃႉၼိုင်ႈ တီႈဝဵင်းၵဵင်းတွင်း ၸ
531.png,ၼၢင်းသီၼူၼ်း မေႃယႃလုမ်းလႃး ၵူၼ်းပဵၼ် တီႈႁူင်းယႃ ၸႄႈဝဵင်းမိူင်းပၼ်ႇ လၢတ်ႈတီႈၽူႈတွ
532.png,တီႈၵဵင်းတွင်းတႄႉ လူႉတၢႆၵႂႃႇ တေမီး 5 ၵေႃႉ ပႃးမိူဝ်ႈၼႆႉၶႃႈ။
533.png,ပေႃးဢဝ်ၸႄႈတွၼ်ႈလၢင်းၶိူဝ်းဝႃႈၸိုင် ၵူၼ်းပဵၼ် တင်းမူတ်း မီး 384 ၵေႃႉ လူႉတၢႆယဝ်ႉ
534.png,တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ပွၵ်ႈၵမ်းသၢမ် ၽႄႈလၢမ်းႁၢဝ်ႈႁႅင်းမႃးၼႆႉ   တေႃႇထိုင် ဝၼ်းတီ
535.png,ၵူၼ်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ ၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူဝ်း
536.png,ၼႂ်းၵူၼ်းပဵၼ် 384 ၵေႃႉၼၼ်ႉ ယၢမ်းလဵဝ် တိုၵ်ႉယူတ်းယႃ တူဝ်ဝႆႉ တီႈႁူင်းယႃ တင်းမူတ်းမ
537.png,တႃႇႁႂ်ႈၵူၼ်းမိူင်းတေၵၢင်းယၢၼ်ၽေးၶူဝ်ႊဝိတ်ႉၼၼ်ႉ ၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူဝ်းၵေႃႈ ၶိုၼ်
538.png,“တၢင်းမိူင်းပၼ်ႇ လၢင်းၶိူဝ်းတႄႉ တႄႇသမ်းယႃႁႄႉၵင်ႈၶိုၼ်းယဝ်ႉၶႃႈ။
539.png,ႁဝ်းၶႃႈၵေႃႈ လႄႇႁႃသေႃႇသူၼ်းသပ်းလႅင်း ၼႄပၼ် ၵူၼ်းမိူင်းပိုၼ်ႉတီႈႁဝ်းၶႃႈ သပ်းလႅင်း
540.png,ၵူၼ်းမိူင်းတႄႉ ဢွၼ်ၵၼ်မႃးသမ်းယႃႁႄႉၵင်ႈၵၼ်ၼမ်ယူႇၶႃႈ”- ၼၢင်းသီၼူၼ်း မေႃယႃလုမ်းလႃး
541.png,တႄႇဢဝ် ႁၢင်လိူၼ်ၵျုႊလၢႆႊ 2021 ၼႆႉမႃး ၼႂ်းၸႄႈမိူင်းတႆး ၵမ်ႈၼမ် ယူႇတီႈၾၢႆႇပၢႆးယူႇလ
542.png,ယႃႈယႃဢၼ်လႆႈသမ်းပၼ်ၼၼ်ႉတႄႉ ပဵၼ်ယႃႈယႃမိၵ်ႈ  ဢၼ်တၢင်းမိူင်းၶႄႇသူင်ႇမႃး ။ၼ
543.png,ႁၢင်ႈၼၢင်းသႅင်ပွႆး ၵူၼ်းၵျွၵ်ႉမႄး ဢၼ်ႁၢႆဝႆႉ
544.png,မိူဝ်ႈဝၼ်းတီႈ 19/4/2021 ပူၼ်ႉမႃးၼႆႉ ၼၢင်းသႅင်ပွႆး ဢႃယု 28 ပီ ထုၵ်ႇပလိၵ်ႈၶႄႇ တီႉၺ
545.png,ပလိၵ်ႈမၢၼ်ႈၵုမ်းၶင်တူဝ်ဝႆႉၼႆသေ တေႃႇထိုင် ယၢမ်းလဵဝ် ပႆႇႁၼ်တူဝ်မၼ်းၼၢင်း ပွၵ်ႈထို
546.png,ၵေႃႉပဵၼ်မႄႈ ၼၢင်းသႅင်ပွႆး လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “လုၵ်ႈယိင်းၶႃႈၼႆႉ ထုၵ်ႇပလိၵ်ႈၶ
547.png,ႁၢင်ႈၼၢင်းသႅင်ပွႆး ၵူၼ်းၵျွၵ်ႉမႄး ဢၼ်ႁၢႆဝႆႉ
548.png,ၶႄႇၶဝ် တီႉၺွပ်းၶင်ဝႆႉ ယဝ်ႉၵေႃႈ သူင်ႇဢၢပ်ႈမႃးပၼ် တီႈတၢင်းပလိၵ်ႈမၢၼ်ႈ တီႈလႅၼ်လိၼ်
549.png,မိူဝ်ႈမႃးထိုင်ၼႂ်းမိုဝ်း ပလိၵ်ႈမၢၼ်ႈ ၼၼ်ႉ ၶဝ်ၵေႃႈ ထၢမ်မၼ်းၼၢင်းသေ ယူႇတီႈလႂ် ပေႃ
550.png,ၵမ်းၼႆႉ ပလိၵ်ႈၶဝ် ၸင်ႇမႃး ၵူတ်ႇထတ်း တီႈဢိူင်ႇဝၢၼ်ႈႁဝ်းၶႃႈၼႆႉသေ ႁွင်ႉႁဝ်းၶႃႈၵႂႃႇ
551.png,မိူဝ်ႈၼၼ်ႉ ၶဝ်လၢတ်ႈၼႄႁဝ်းဝႃႈ တိုၵ်ႉၶင်တူဝ်လုၵ်ႈယိင်းႁဝ်းၶႃႈဝႆႉ၊ တေပွႆႇပၼ်ယူႇ ၊ပ
552.png,ယဝ်ႉၵေႃႈ ၸႂ်ႉႁဝ်းၶႃႈလူင်းလၢႆးမိုဝ်းဝႆႉတီႈလုမ်းသေ ပွႆႇတူဝ်ႁဝ်းၶိုၼ်း ပွၵ်ႈမႃးၶႃႈ
553.png,ၵူၺ်းၵႃႈ တေႃႇထိုင်မိူဝ်ႈလဵဝ်ၼႆႉ ပႆႇႁၼ်သူင်ႇမႃး ပႆႇႁၼ်ပွၵ်ႈမႃးၶိုၼ်းၶႃႈဢေႃႈ။
554.png,မိူဝ်ႈပလိၵ်ႈၶဝ် ႁွင်ႉႁဝ်းၶႃႈၵႂႃႇတီႈလုမ်းၼၼ်ႉတႄႉ ၶဝ်ၶင်ဝႆႉပေႃးႁိုင်မွၵ်ႈ 3 လိူၼ်
555.png,ႁဝ်းၶႃႈ ပဵၼ်ဢၼ်မႆႈၸႂ် တႄႉတႄႉဝႃႈဝႃႈၶႃႈဢေႃႈ။
556.png,တေႃႇထိုင် ယၢမ်းလဵဝ် ပဵၼ်5 လိူၼ်ပၢႆယဝ်ႉၶႃႈဢေႃႈ ပႆႇလႆႈငိၼ်းၶၢဝ်ႇငၢဝ်းဝႃႈသင်မႃးထႅင
557.png,ၼၢင်းသႅင်ပွႆးၼႆႉ ပဵၼ်လုၵ်ႈယိင်း လုင်းလၢႆးသႅင် ပႃႈၼၢင်းလႃႉၶိၼ်ႇ ၸႃႇတိ ဝၢၼ်ႈၸၶၢၼ်း
558.png,ပေႃႈမႄႈပီႈၼွင်ႉၸိူဝ်ႉၶိူဝ်းၵေႃႈ ဢမ်ႇမီးသုၼ်ႇလႆႈၵႂႃႇႁူပ်ႉထူပ်းမၼ်းၼၢင်း။
559.png,တူဝ်မၼ်းၼၢင်းထုၵ်ႇၵုမ်းဝႆႉတီႈလႂ်ၵေႃႈ ဢမ်ႇႁူႉ ဝႃႈၼႆ။
560.png,ၼၢင်းသႅင်ပွႆးၼႆႉ ၶဝ်ႈၵႂႃႇႁဵတ်းၵၢၼ် မိူင်းၶႄႇ မွၵ်ႈ 14-15 ပီယဝ်ႉ။
561.png,ၵူၺ်းၵႃႈ ၶဝ်ႈဢွၵ်ႇၵႂႃႇမႃးၼႂ်းမိူင်းတႆး မိူင်း ၶႄႇ ယူႇတႃႇသေႇ။
562.png,ယဝ်ႉၵေႃႈ တႄႇၼႃႈႁိူၼ်း တၢင်းၾင်ႇမိူင်းၶႄႇဝႆႉသေ မီးလုၵ်ႈဢွၼ်ႇဝႆႉ သွင်ၵေႃႉ -ပႃႈၼၢင
563.png,သင်ဝႃႈ ၽူႈလႂ် ၽႂ်ထူပ်းႁၼ် မၼ်းၼၢင်းၼႆ ၸွႆႈမွၵ်ႇပၼ်သေ ႁႂ်ႈပွင်ႇၶၢဝ်ႇၸူးထိုင် တီႈတ
564.png,ၼၢင်းသီၼူၼ်း မေႃယႃတီႈႁူင်းယႃ ၸႄႈဝဵင်းမိူင်းပၼ်ႇ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “မိူဝ်ႈတ
565.png,ငိုၼ်းတၢင်းလူႇဢၼ်လႆႈဝႆႉသမ်ႉ 400 သႅၼ်ပျႃး၊ တိုၵ်ႉလူဝ်ႇထႅင်ႈ မွၵ်ႈ 300 သႅၼ်ပျႃးၼႆ
566.png,ၽႅၼ်ၵၢၼ်တႃႇ တင်ႈႁူင်း ၶိူင်ႈၸၢၵ်ႈဢွၵ်ႊသီႊၵျိၼ်ႊ ဢၢၼ်းဝႆႉ 1500 သႅၼ် ပဵၼ်သႅၼ်းယႂ်ႇ
567.png,“ၵွပ်ႈၼႆလႄႈ ၸင်ႇလႆႈတိုၵ်းသူၼ်း ၵူၼ်းၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူဝ်း တင်းသဵင်ႈ ၶႂ်ႈႁႂ်ႈ သ
568.png,ဢမ်ႇဝႃႈ ပီႈၼွင်ႉႁဝ်းၶႃႈ ၸိူဝ်းမီးယူႇမိူင်းၵႆ တၢင်ႇတီႈၸိူဝ်းၼႆႉၵေႃႈ ႁူမ်ႈႁႅင်းၵၼ
569.png,ယၢမ်းလဵဝ် ၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူဝ်းၼႆႉ မီးၵူၼ်းတိတ်းၸပ်းၸိူဝ်ႉမႅင်းတၢင်းပဵၼ် ၶူဝ်ႊ
570.png,ၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူဝ်းၼႆႉ မီးၸႄႈဝဵင်းလၢင်းၶိူဝ်း၊ ၸႄႈဝဵင်းမွၵ်ႇမႂ်ႇ၊ ၸႄႈဝဵင်းမိ
571.png,ၸၢႆးလႅင်း/ ၵူၼ်းၵေးသီး ပၢႆႈၽေးသိုၵ်း ထိုင်ႈဝၢၼ်ႈထီႇ လၢႆးၶႃႈ
572.png,ၸိူဝ်းၶဝ် 60 ပၢႆၼႆႉၶဝ်မႃးသွၼ်ႈယူႇတီႈႁိူၼ်းပီႈၼွင်ႉၽႂ်မၼ်းၼႂ်းဝဵင်းလၢႆးၶႃႈ လႆႈၶၢဝ
573.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆႈၽေး တီႈလၢႆးၶႃႈ ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “ၵူၼ်းပၢႆ
574.png,ၶဝ်ၵေႃႈတေႁူႉဝႃႈ ပေႃးပွၵ်ႈမိူဝ်းၵေႃႈ တေဢမ်ႇမီးလွင်ႈႁူမ်ႇလူမ်ႈ ၼႆၶႃႈဢေႃႈ”- ဝႃႈၼႆ။
575.png,ၵူၼ်ပၢႆႈၽေးသိုၵ်း ဢၼ်ပၢႆႈႁွတ်ႈထိုင်တီႈဝၢၼ်ႈထီႇ ၼႂ်းဝၼ်းတီႈ 5 ၼႆႉၼၼ်ႉ ၶဝ်လႆႈယိုၼ်
576.png,ယၢမ်းလဵဝ် ၵူၼ်းဝၢၼ်ႈထီႇလႆႈၶိုင်ဝႆႉပၼ်တီႈလိၼ်တႃႇႁဵတ်းႁိူၼ်းယူႇသဝ်းယဝ်ႉ၊ တေလႆႈယူႇ
577.png,ၸၢႆးလႅင်း/ ၵူၼ်းၵေးသီး ပၢႆႈၽေးသိုၵ်း ထိုင်ႈဝၢၼ်ႈထီႇ လၢႆးၶႃႈ
578.png,“ၸိူဝ်းၶဝ် တေယူႇၸွမ်းၵူၼ်းဝၢၼ်ႈထီႇၵႂႃႇ တႃႇ 60 လင်ၶႃးႁိူၼ်းဢေႃႈ။
579.png,တွၼ်ႈတႃႇ ၶဝ် တေယူႇၵႂႃႇၼၼ်ႉ လႆႈတတ်းလွၵ်းလိၼ်ဝႆႉပၼ်ၶဝ်တႃႇ 50 လွၵ်းယဝ်ႉ ။
580.png,ၼိုင်ႈၼႃႈႁိူၼ်းၼိုင်ႈလွၵ်းၶႃႈ။
581.png,ယၢမ်းလဵဝ် ဢၼ်လူဝ်ႇတၢင်း ၸွႆႈထႅမ်တႄႉ တေပဵၼ်လဵၵ်းၽိူၵ်ႇတႃႇမုင်း တႃႇပူၵ်းသၢင်ႈႁိူၼ
582.png,ယၢမ်းလဵဝ်ၶဝ်ပႆႇမီးႁိူၼ်းယူႇလႄႈၶဝ်လႆႈယူႇဝႆႉတီႈၸလွပ်ႈၵဝ်ႇတီႈဝၢၼ်ႈထီႇၶႃႈဢေႃႈ။
583.png,ၵမ်ႈၽွင်ႈၵေႃႈ ၼွၼ်းၼိူဝ်ထူဝ်ႈ ၼိူဝ်ၵႃးဝႆႉၶႃႈဢေႃႈ ”- ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆႈၽေး လၢတ
584.png,တီႈဝၢၼ်ႈထီႇၼႆႉ မီးၵူၼ်းပၢႆႈၽေးသိုၵ်း မႃးယူႇဝႆႉ 2 ၸုပ်ႈ ပႃးၼႆႉ။
585.png,ပဵၼ်ၵူၼ်းပွတ်းၵေးသီးလွၼ်ႉလွၼ်ႉ။
586.png,ၸုပ်ႈၵမ်းဢွၼ်တၢင်း မီးလင်ၶႃးႁိူၼ်းမွၵ်ႈ 40 ပၢႆ။
587.png,ၸိူဝ်းၶဝ် ၵႂႃႇတၢင်ႈဝၢၼ်ႈမႂ်ႇ ႁိမ်းဝၢၼ်ႈထီႇသေယူႇသဝ်း။
588.png,သႂ်ႇၸိုဝ်ႈဝၢၼ်ႈဝႃႈ ဝၢၼ်ႈမႂ်ႇတိုၼ်းလီ။
589.png,ဢၼ်ပၢႆႈမႃးၸုပ်ႈ 2 ၼႆႉတႄႉ ဢမ်ႇၵႂႃႇယူႇၸွမ်းၶဝ်၊ တေယူႇၸွမ်းၵူၼ်းဝၢၼ်ႈထီႇၵူၺ်း လႆႈႁ
590.png,တႄႇဢဝ် ဝၼ်းတီႈ 1/6/2021 ၼၼ်ႉမႃး သိုၵ်း  တင်း  ပဵၼ်ပၢင်တိုၵ်း ၵၼ်ႁၢဝ်ႈႁႅင
591.png,လိူဝ်ၼၼ်ႉ မိူဝ်ႈဝႃး ဝၼ်းတီႈ 11/8/2021 ၼၼ်ႉၵေႃႈ  တင်း  ပဵၼ်ပၢင် တိုၵ်းၵၼ်
592.png,-   တီႈတႃႈၶီႈလဵၵ်း
593.png,ပဵၼ်ၽူႈယိင်း ၵေႃႉၼိုင်ႈ ၸိုဝ်ႈ မမႃႇမႃႇဝိၼ်း ဢႃယု 28 ပီ လႄႈတင်း ၽူႈၸၢႆးၵေႃႉၼိုင်ႈ
594.png,ၾၢႆႇပၢႆးယူႇလီ ၵပ်းၸူးတီႈမၢႆႈၾူၼ်းဢၼ်ၶႃသွင်ၵေႃႉပၼ်ဝႆႉၼၼ်ႉၵေႃႈၵပ်းသိုပ်ႇဢမ်ႇလႆႈ ပဵ
595.png,“ၵပ်းတူၺ်းမၢႆၾူၼ်းဢၼ်ၶဝ်ပၼ်ဝႆႉၼၼ်ႉၵေႃႈ ၵပ်းဢမ်ႇလႆႈ ။
596.png,လူဝ်ႇယူႇတီႈႁူင်းယႃသေ ႁႂ်ႈၾၢႆႇပၢႆးယူႇလီၶဝ်ၸွႆႈတူၺ်း ၸွႆႈယူတ်းယႃပၼ်လီလီၵူၺ်းႁဵတ်း
597.png,ပေႃးတေဝႃႈတႄႉတႄႉမၼ်း ၵူၼ်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ ဢမ်ႇထိုင်တီႈလူဝ်ႇလႅၼ်ႈပၢႆႈလေႃႇ။
598.png,ပေႃးၶဝ်လႅၼ်ႈပၢႆႈၸိူင်ႉၼႆ  ၸၢင်ႈႁဵတ်းႁႂ်ႈပိူၼ်ႈမႃးၸပ်းမႅင်းတီႈၶဝ်ၼမ်ထႅင်ႈၵူၺ်းဢေ
599.png,ပၢႆလိူဝ်တီႈတႃႈၶီႈလဵၵ်းၼႆႉ ၵူၼ်းၸပ်းၶူဝ်ႊဝိတ်ႉ ၼမ်ၼႃႇၶႃႈ တလဵဝ် ”  ၾၢႆႇပၢႆးယူႇလီလ
600.png,မိူဝ်ႈဝႃးဝၼ်းတီႈ 11/8/2021 ဝၼ်းလဵဝ် ၵူၼ်းတိတ်းၸပ်းတၢင်းပဵၼ်တီႈတႃႈၶီႈလဵၵ်း မီး 72
601.png,“မိူဝ်ႈဝႃးၵူၼ်းၸပ်းတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ တီႈတႃႈၶီႈလဵၵ်းမီး 72 ၵေႃႉ။
602.png,တီႈ   ၼႆႉၵူၺ်းမီးယူႇ 59 ၵေႃႉ ပႃးဢၼ်လၵ်ႉပၢႆႈ 2 ၵေႃႉၼၼ်ႉၼေႃႈ။
603.png,ၶဝ်လၵ်ႉပၢႆႈၸိူင်ႉၼႆႉၽေးၼမ်ဢေႃႈ ။
604.png,ပႃးတင်းတႃႇတူဝ်ၶဝ်လႄႈ တႃႇၵူၼ်းႁိမ်းႁွမ်းၶဝ်ၼၼ်ႉယဝ်ႉၶႃႈ” ဝႃႈၼႆ။
605.png,တီႈဝဵင်းတႃႈၶီႈလဵၵ်းလႅၼ်လိၼ် တႆး-ထႆးၼႆႉ ၵူၼ်းတိတ်းၸပ်းတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ မီးထိုင
606.png,ၵူၼ်းၸပ်းတၢင်းပဵၼ်သေ လၵ်ႉပၢႆႈဢွၵ်ႇဢွင်ႈတီႈၵၵ်းၶင်တူဝ်ယူတ်းယႃၵေႃႈၵမ်းၵမ်းမီး ပေႃ
607.png,တၢႆယွၼ်ႉတၢင်းပဵၼ်မီး 30 ၵေႃႉယဝ်ႉ။
608.png,ၸဝ်ႈၶူး ၵုလိသ/ သင်ၶၸဝ်ႈ တီႈၵဵင်းတုင်
609.png,တႄႇဢဝ် ဝၼ်းၶဝ်ႈဝႃႇသႃ ဝၼ်းတီႈ 23/7/2021 မႃး တေႃႇထိုင် ယၢမ်းလဵဝ် ၸွမ်းဝတ်ႉ/ ၵျွင်း
610.png,ၸဝ်ႈၶူး ၵုလိသ ၾၢႆႇယိပ်းငိုၼ်း လုမ်းသင်ႇၶႃႇၸိုင်ႈတႆး ပွတ်းဢွၵ်ႇၶူင်း လၢတ်ႈတီႈၽူႈတ
611.png,တႃႇႁႄႉၵင်ႈတၢင်းပဵၼ် ၶူဝ်ႊဝိတ်ႉ 19 ယႃႇႁႂ်ႈၽႄႈလၢမ်းတိတ်းၸပ်းၵၼ်ဝႃႈၼႆ။
612.png,ၼႂ်းဝၼ်းသိလ် ဝၼ်းထမ်း တၵ်ႉၵႃႇ ၵေႃႈ ဢမ်ႇမႃးၼွၼ်း။
613.png,တၵ်ႉၵႃႇၶဝ် မႃးလူႇတၢၼ်းၽႂ်မၼ်းသေ ပွၵ်ႈမိူဝ်းၶိုၼ်းတႄႉ မီးယူႇ။
